english_name,chinese_name
"THE SALVATION ARMY ANN WYLLIE MEMORIAL SCHOOL","救世軍韋理夫人紀念學校"
"THE SALVATION ARMY CATHERINE BOOTH NURSERY SCHOOL","救世軍卜凱賽琳幼兒學校"
"THE SALVATION ARMY CENTALINE CHARITY FUND KINDERGARTEN","救世軍中原慈善基金幼稚園"
"THE SALVATION ARMY CENTALINE CHARITY FUND QUEEN'S HILL SCHOOL","救世軍中原慈善基金皇后山學校"
"THE SALVATION ARMY CENTALINE CHARITY FUND SCHOOL","救世軍中原慈善基金學校"
"THE SALVATION ARMY CENTALINE CHARITY FUND YAU TONG KINDERGARTEN","救世軍中原慈善基金油塘幼稚園"
"THE SALVATION ARMY CHAN KWAN TUNG KINDERGARTEN","救世軍陳昆棟幼稚園"
"THE SALVATION ARMY FU KEUNG KINDERGARTEN","救世軍富強幼稚園"
"THE SALVATION ARMY HING YAN KINDERGARTEN","救世軍慶恩幼稚園"
"THE SALVATION ARMY HOI FU NURSERY SCHOOL","救世軍海富幼兒學校"
"THE SALVATION ARMY JAT MIN NURSERY SCHOOL","救世軍乙明幼兒學校"
"THE SALVATION ARMY KAM TIN NURSERY SCHOOL","救世軍錦田幼兒學校"
"THE SALVATION ARMY LAI CHI KOK NURSERY SCHOOL","救世軍荔枝角幼兒學校"
"THE SALVATION ARMY LAM BUTT CHUNG MEMORIAL SCHOOL","救世軍林拔中紀念學校"
"THE SALVATION ARMY LEI MUK SHUE NURSERY SCHOOL","救世軍梨木樹幼兒學校"
"THE SALVATION ARMY LOK MAN NURSERY SCHOOL","救世軍樂民幼兒學校"
"THE SALVATION ARMY MING TAK NURSERY SCHOOL","救世軍明德幼兒學校"
"THE SALVATION ARMY NG KWOK WAI MEMORIAL KINDERGARTEN","救世軍吳國偉紀念幼稚園"
"THE SALVATION ARMY NORTH POINT NURSERY SCHOOL","救世軍北角幼兒學校"
"THE SALVATION ARMY PAK TIN NURSERY SCHOOL","救世軍白田幼兒學校"
"THE SALVATION ARMY PING TIN KINDERGARTEN","救世軍平田幼稚園"
"THE SALVATION ARMY ROSITA YUEN KINDERGARTEN","救世軍源林潔和幼稚園"
"THE SALVATION ARMY SAM SHING NURSERY SCHOOL","救世軍三聖幼兒學校"
"THE SALVATION ARMY SHEK WU SCHOOL (PRIMARY SECTION)","救世軍石湖學校(小學部)"
"THE SALVATION ARMY SHEK WU SCHOOL (SECONDARY SECTION)","救世軍石湖學校(中學部)"
"THE SALVATION ARMY SHUI CHUEN O KINDERGARTEN","救世軍水泉澳幼稚園"
"THE SALVATION ARMY SO UK KINDERGARTEN","救世軍蘇屋幼稚園"
"THE SALVATION ARMY TAI WO HAU NURSERY SCHOOL","救世軍大窩口幼兒學校"
"THE SALVATION ARMY TAI YUEN NURSERY SCHOOL","救世軍大元幼兒學校"
"THE SALVATION ARMY TIN KA PING KINDERGARTEN","救世軍田家炳幼稚園"
"THE SALVATION ARMY TIN KA PING SCHOOL","救世軍田家炳學校"
"THE SALVATION ARMY TIN PING NURSERY SCHOOL","救世軍天平幼兒學校"
"THE SALVATION ARMY TSUEN WAN NURSERY SCHOOL","救世軍荃灣幼兒學校"
"THE SALVATION ARMY WAH FU NURSERY SCHOOL","救世軍華富幼兒學校"
"THE SALVATION ARMY WILLIAM BOOTH SECONDARY SCHOOL","救世軍卜維廉中學"
"THE SALVATION ARMY WO CHE NURSERY SCHOOL","救世軍禾輋幼兒學校"
"THE SOUTH ISLAND SCHOOL","南島學校"
"THE TRUE LIGHT SCHOOL OF HONG KONG","香港真光中學"
"THE TRUE LIGHT SCHOOL OF HONG KONG, PRIMARY AND KINDERGARTEN SECTION","香港真光中學附屬小學暨幼稚園"
"THE WOMEN'S WELFARE CLUB (EASTERN DISTRICT) NURSERY HONG KONG","香港東區婦女福利會幼稚園"
"THE Y.W.C.A. HIOE TJO YOENG COLLEGE","基督教女青年會丘佐榮中學"
"THE YUEN YUEN INSTITUTE CHAN KWOK CHIU HING TAK PRIMARY SCHOOL","圓玄學院陳國超興德小學"
"THE YUEN YUEN INSTITUTE MFBM NEI MING CHAN LUI CHUNG TAK MEMORIAL COLLEGE","圓玄學院妙法寺內明陳呂重德紀念中學"
"THINK INTERNATIONAL KINDERGARTEN","朗思國際幼稚園"
"THINK INTERNATIONAL KINDERGARTEN (MA ON SHAN)","朗思國際幼稚園（馬鞍山）"
"THINK INTERNATIONAL KINDERGARTEN (NAM CHEONG)","朗思國際幼稚園(南昌)"
"TIN KA PING SECONDARY SCHOOL","田家炳中學"
"TIN KING ESTATE BAPTIST LUI KWOK PAT FONG KINDERGARTEN","田景邨浸信會呂郭碧鳳幼稚園"
"TIN SHUI WAI ALLIANCE KINDERGARTEN","天水圍宣道幼稚園"
"TIN SHUI WAI CATHOLIC PRIMARY SCHOOL","天水圍天主教小學"
"TIN SHUI WAI GOVERNMENT PRIMARY SCHOOL","天水圍官立小學"
"TIN SHUI WAI GOVERNMENT SECONDARY SCHOOL","天水圍官立中學"
"TIN SHUI WAI METHODIST COLLEGE","天水圍循道衞理中學"
"TIN SHUI WAI METHODIST PRIMARY SCHOOL","天水圍循道衞理小學"
"TIN WAN METHODIST KINDERGARTEN","循道衛理田灣幼稚園"
"TIVOLI ANGLO-CHINESE KINDERGARTEN","宏福中英文幼稚園"
"TIVOLI KINDERGARTEN","宏福幼稚園"
"TIVOLI KINDERGARTEN (CHING FU)","宏福幼稚園(青富)"
"TOI SHAN ASSOCIATION COLLEGE","台山商會中學"
"TOI SHAN ASSOCIATION PRIMARY SCHOOL","台山商會學校"
"TONG MEI ROAD GOVERNMENT PRIMARY SCHOOL","塘尾道官立小學"
"TOPKIDS INTERNATIONAL KINDERGARTEN (YUEN LONG)","德怡國際幼稚園(元朗)"
"TRUE LIGHT GIRLS' COLLEGE","真光女書院"
"TRUTH BAPTIST CHURCH EMPOWER KINDERGARTEN","真理浸信會富泰幼稚園"
"TRUTH BAPTIST CHURCH GLORY NURSERY","真理浸信會榮光幼稚園"
"TRUTH BAPTIST CHURCH GRACE KINDERGARTEN","真理浸信會恩典幼稚園"
"TRUTH BAPTIST CHURCH HO YUEN WAI KING KINDERGARTEN","真理浸信會何袁惠琼幼稚園"
"TRUTH BAPTIST CHURCH KINDERGARTEN","真理浸信會幼稚園"
"TRUTH BAPTIST CHURCH PICTORIAL KINDERGARTEN","真理浸信會碧濤幼稚園"
"TSANG MUI MILLENNIUM SCHOOL","曾梅千禧學校"
"TSANG PIK SHAN (SUNG LAN) SECONDARY SCHOOL","曾璧山(崇蘭)中學"
"TSEUNG KWAN O CATHOLIC PRIMARY SCHOOL","將軍澳天主教小學"
"TSEUNG KWAN O GOVERNMENT PRI. SCHOOL","將軍澳官立小學"
"TSEUNG KWAN O GOVERNMENT SEC SCHOOL","將軍澳官立中學"
"TSEUNG KWAN O METHODIST KINDERGARTEN","將軍澳循道衛理幼稚園"
"TSEUNG KWAN O METHODIST PRIMARY SCHOOL","將軍澳循道衛理小學"
"TSEUNG KWAN O PUI CHI SCHOOL (PRIMARY SECTION)","將軍澳培智學校(小學部)"
"TSEUNG KWAN O PUI CHI SCHOOL (SECONDARY SECTION)","將軍澳培智學校(中學部)"
"TSING YI TRADE ASSOCIATION KINDERGARTEN","青衣商會幼稚園"
"TSING YI TRADE ASSOCIATION PRIMARY SCHOOL","青衣商會小學"
"TSING YI TRADE ASSOCIATION SHEK YAM KINDERGARTEN","青衣商會石蔭幼稚園"
"TSING YI TRADE ASSOCIATION TIN SHUI WAI KINDERGARTEN","青衣商會天水圍幼稚園"
"TSING YI TRADE ASSOCIATION TSEUNG KWAN O KINDERGARTEN","青衣商會將軍澳幼稚園"
"TSUEN WAN BAPTIST CHURCH KINDERGARTEN","荃灣浸信會幼稚園"
"TSUEN WAN BAPTIST CHURCH SHEK LEI KINDERGARTEN","荃浸石籬幼稚園"
"TSUEN WAN CATHOLIC PRIMARY SCHOOL","荃灣天主教小學"
"TSUEN WAN CHIU CHOW PUBLIC SCHOOL","荃灣潮州公學"
"TSUEN WAN GOVERNMENT PRIMARY SCHOOL","荃灣官立小學"
"TSUEN WAN GOVERNMENT SECONDARY SCHOOL","荃灣官立中學"
"TSUEN WAN OUR LADY KINDERGARTEN","荃灣聖母幼稚園"
"TSUEN WAN PUBLIC HO CHUEN YIU MEMORIAL COLLEGE","荃灣公立何傳耀紀念中學"
"TSUEN WAN PUBLIC HO CHUEN YIU MEMORIAL PRIMARY SCHOOL","荃灣公立何傳耀紀念小學"
"TSUEN WAN TRADE ASSOCIATION CHU CHEONG KINDERGARTEN","荃灣商會朱昌幼稚園"
"TSUEN WAN TRADE ASSOCIATION CHUNG LOI KINDERGARTEN","荃灣商會鍾來幼稚園"
"TSUEN WAN TRADE ASSOCIATION PRIMARY SCHOOL","荃灣商會學校"
"TSUEN WAN TRADE ASSOCIATION YAU KIN FUNG KINDERGARTEN","荃灣商會邱健峰幼稚園"
"TSUI LAM ESTATE BAPTIST KINDERGARTEN","翠林邨浸信會幼稚園"
"TSUNG TSIN CHRISTIAN ACADEMY","基督教崇真中學"
"TSUNG TSIN COLLEGE","崇真書院"
"TSUNG TSIN MISSION GRACEFUL KINDERGARTEN","崇真會美善幼稚園"
"TSUNG TSIN MISSION GRACEFUL KINDERGARTEN (MA ON SHAN)","崇真會美善幼稚園（馬鞍山）"
"TSUNG TSIN MISSION OF HONG KONG ON CHUNG KINDERGARTEN","基督教香港崇真會安頌幼稚園"
"TSUNG TSIN MISSION OF HONG KONG ON HONG NURSERY SCHOOL (SHUN NING ROAD)","基督教香港崇真會安康幼兒學校(順寧道)"
"TSUNG TSIN MISSION OF HONG KONG ON KEI NURSERY SCHOOL","基督教香港崇真會安基幼兒學校"
"TSUNG TSIN MISSION OF HONG KONG ON KEUNG NURSERY SCHOOL","基督教香港崇真會安強幼兒學校"
"TSUNG TSIN MISSION OF HONG KONG ON YAN NURSERY SCHOOL","基督教香港崇真會安仁幼兒學校"
"TSUNG TSIN MISSION OF HONG KONG ON YEE NURSERY SCHOOL","基督教香港崇真會安怡幼兒學校"
"TSUNG TSIN MISSION PAK TIN GRACEFUL KINDERGARTEN","崇真會白田美善幼稚園"
"TSUNG TSIN PRIMARY SCHOOL AND KINDERGARTEN","崇真小學暨幼稚園"
"TSZ CHING ESTATE BODHI SIKSA KINDERGARTEN","慈正邨菩提幼稚園"
"TSZ WAN SHAN CATHOLIC PRIMARY SCHOOL","慈雲山天主教小學"
"TSZ WAN SHAN ST BONAVENTURE CATHOLIC PRIMARY SCHOOL","慈雲山聖文德天主教小學"
"TUEN MUN CATHOLIC SECONDARY SCHOOL","屯門天主教中學"
"TUEN MUN GOVERNMENT PRIMARY SCHOOL","屯門官立小學"
"TUEN MUN GOVERNMENT SECONDARY SCHOOL","屯門官立中學"
"TUN YU SCHOOL","惇裕學校"
"TUNG CHUNG BAPTIST KINDERGARTEN","東涌浸信會幼稚園"
"TUNG CHUNG CATHOLIC KINDERGARTEN","東涌天主教幼稚園"
"TUNG CHUNG CATHOLIC SCHOOL","東涌天主教學校"
"TUNG KOON DISTRICT SOCIETY FONG SHU CHUEN SCHOOL","東莞同鄉會方樹泉學校"
"TUNG KOON SCHOOL","東莞學校"
"TUNG TAK SCHOOL","通德學校"
"TUNG WAH GROUP OF HOSPITALS C.Y. MA MEMORIAL COLLEGE","東華三院馬振玉紀念中學"
"TUNG WAH GROUP OF HOSPITALS CHAN KING HAR KINDERGARTEN","東華三院馬陳景霞幼稚園"
"TUNG WAH GROUP OF HOSPITALS CHANG MING THIEN COLLEGE","東華三院張明添中學"
"TUNG WAH GROUP OF HOSPITALS CHEN ZAO MEN COLLEGE","東華三院陳兆民中學"
"TUNG WAH GROUP OF HOSPITALS CHOW YIN SUM PRIMARY SCHOOL","東華三院周演森小學"
"TUNG WAH GROUP OF HOSPITALS HOK SHAN SCHOOL","東華三院鶴山學校"
"TUNG WAH GROUP OF HOSPITALS HONG KONG & KOWLOON ELECTRICAL APPLIANCES MERCHANTS ASSOCIATION LTD. SCHOOL","東華三院港九電器商聯會小學"
"TUNG WAH GROUP OF HOSPITALS HUNG WONG KAR GEE KINDERGARTEN","東華三院洪王家琪幼稚園"
"TUNG WAH GROUP OF HOSPITALS KAP YAN DIRECTORS' COLLEGE","東華三院甲寅年總理中學"
"TUNG WAH GROUP OF HOSPITALS KWAN FONG KAI CHI SCHOOL (PRIMARY SECTION)","東華三院群芳啓智學校(小學部)"
"TUNG WAH GROUP OF HOSPITALS KWAN FONG KAI CHI SCHOOL (SECONDARY SECTION)","東華三院群芳啓智學校(中學部)"
"TUNG WAH GROUP OF HOSPITALS KWOK YAT WAI COLLEGE","東華三院郭一葦中學"
"TUNG WAH GROUP OF HOSPITALS LEE CHING DEA MEMORIAL COLLEGE","東華三院李潤田紀念中學"
"TUNG WAH GROUP OF HOSPITALS LEE WONG HING-CHEUNG MEMORIAL KINDERGARTEN","東華三院李黃慶祥紀念幼稚園"
"TUNG WAH GROUP OF HOSPITALS LEO TUNG-HAI LEE PRIMARY SCHOOL","東華三院李東海小學"
"TUNG WAH GROUP OF HOSPITALS LI CHI HO PRIMARY SCHOOL","東華三院李賜豪小學"
"TUNG WAH GROUP OF HOSPITALS LI KA SHING COLLEGE","東華三院李嘉誠中學"
"TUNG WAH GROUP OF HOSPITALS LIU YAN TAK MEMORIAL KINDERGARTEN","東華三院廖恩德紀念幼稚園"
"TUNG WAH GROUP OF HOSPITALS LO KON TING MEMORIAL COLLEGE","東華三院盧幹庭紀念中學"
"TUNG WAH GROUP OF HOSPITALS LO YU CHIK PRIMARY SCHOOL","東華三院羅裕積小學"
"TUNG WAH GROUP OF HOSPITALS LUI FUNG FAUNG MEMORIAL KINDERGARTEN","東華三院呂馮鳳紀念幼稚園"
"TUNG WAH GROUP OF HOSPITALS LUI YUN CHOY MEMORIAL COLLEGE","東華三院呂潤財紀念中學"
"TUNG WAH GROUP OF HOSPITALS MA KAM CHAN MEMORIAL PRIMARY SCHOOL","東華三院馬錦燦紀念小學"
"TUNG WAH GROUP OF HOSPITALS MR & MRS KWONG SIK KWAN COLLEGE","東華三院鄺錫坤伉儷中學"
"TUNG WAH GROUP OF HOSPITALS MR. & MRS. LEE YIN YEE NURSERY SCHOOL","東華三院李賢義伉儷幼稚園"
"TUNG WAH GROUP OF HOSPITALS MRS FUNG WONG FUNG TING COLLEGE","東華三院馮黃鳳亭中學"
"TUNG WAH GROUP OF HOSPITALS MRS. WU YORK YU MEMORIAL COLLEGE","東華三院伍若瑜夫人紀念中學"
"TUNG WAH GROUP OF HOSPITALS NICKON KINDERGARTEN","東華三院力勤幼稚園"
"TUNG WAH GROUP OF HOSPITALS S.C. GAW MEMORIAL COLLEGE","東華三院吳祥川紀念中學"
"TUNG WAH GROUP OF HOSPITALS SIN CHU WAN PRIMARY SCHOOL","東華三院冼次雲小學"
"TUNG WAH GROUP OF HOSPITALS SUN HOI DIRECTORS' COLLEGE","東華三院辛亥年總理中學"
"TUNG WAH GROUP OF HOSPITALS TANG SHIU KIN PRIMARY SCHOOL","東華三院鄧肇堅小學"
"TUNG WAH GROUP OF HOSPITALS TSUI TSIN TONG KINDERGARTEN","東華三院徐展堂幼稚園"
"TUNG WAH GROUP OF HOSPITALS TSUI TSIN TONG SCHOOL (PRIMARY SECTION)","東華三院徐展堂學校(小學部)"
"TUNG WAH GROUP OF HOSPITALS TSUI TSIN TONG SCHOOL (SECONDARY SECTION)","東華三院徐展堂學校(中學部)"
"TUNG WAH GROUP OF HOSPITALS WONG CHU WAI FUN KINDERGARTEN","東華三院黃朱惠芬幼稚園"
"TUNG WAH GROUP OF HOSPITALS WONG FUNG LING COLLEGE","東華三院黃鳳翎中學"
"TUNG WAH GROUP OF HOSPITALS WONG FUT NAM COLLEGE","東華三院黃笏南中學"
"TUNG WAH GROUP OF HOSPITALS WONG SEE SUM KINDERGARTEN","東華三院黃士心幼稚園"
"TUNG WAH GROUP OF HOSPITALS WONG SEE SUM PRIMARY SCHOOL","東華三院黃士心小學"
"TUNG WAH GROUP OF HOSPITALS WONG WU LAI MING KINDERGARTEN","東華三院王胡麗明幼稚園"
"TUNG WAH GROUP OF HOSPITALS WONG YEE JAR JAT MEMORIAL PRIMARY SCHOOL","東華三院王余家潔紀念小學"
"TUNG WAH GROUP OF HOSPITALS YAU TZE TIN MEMORIAL COLLEGE","東華三院邱子田紀念中學"
"TUNG WAH GROUP OF HOSPITALS YIU DAK CHI MEMORIAL PRIMARY SCHOOL (YUEN LONG)","東華三院姚達之紀念小學(元朗)"
"TUNG WAH GROUP OF HOSPITALS YOW KAM YUEN COLLEGE","東華三院邱金元中學"
"TUNG WAN MOK LAW SHUI WAH SCHOOL (PRIMARY SECTION)","東灣莫羅瑞華學校(小學部)"
"TUNG WAN MOK LAW SHUI WAH SCHOOL (SECONDARY SECTION)","東灣莫羅瑞華學校(中學部)"
"TUTOR TIME BRAEMAR HILL INTERNATIONAL KINDERGARTEN","多多寶馬山國際幼稚園"
"TUTOR TIME INTERNATIONAL KINDERGARTEN (KOWLOON TONG)","多多國際幼稚園（九龍塘）"
"TUTOR TIME INTERNATIONAL KINDERGARTEN (MID LEVELS)","多多國際幼稚園（半山）"
"TUTOR TIME INTERNATIONAL KINDERGARTEN (YOHO)","多多國際幼稚園（形點）"
"TWGHS CHAN HAN NURSERY SCHOOL","東華三院陳嫺幼稚園"
"TWGHS CHIAP HUA CHENG'S NURSERY SCHOOL","東華三院捷和鄭氏幼稚園"
"TWGHS CHI-LI PAO SCHOOL (PRIMARY SECTION)","東華三院包玉星學校(小學部)"
"TWGHS CHI-LI PAO SCHOOL (SECONDARY SECTION)","東華三院包玉星學校(中學部)"
"TWGHS FONG LAI MING NURSERY SCHOOL","東華三院方麗明幼稚園"
"TWGHS FONG SHIU YEE NURSERY SCHOOL","東華三院方肇彝幼稚園"
"TWGHS FONG SHU CHUEN NURSERY SCHOOL","東華三院方樹泉幼稚園"
"TWGHS FONG TAM YUEN LEUNG NURSERY SCHOOL","東華三院方譚遠良幼稚園"
"TWGHS GINNY MAN KINDERGARTEN","東華三院文頴怡幼稚園"
"TWGHS HUNG WONG KAR GEE NURSERY SCHOOL","東華三院洪王家琪幼稚園"
"TWGHS KATHERINE MA KINDERGARTEN","東華三院馬陳家歡幼稚園"
"TWGHS KWAN FONG NURSERY SCHOOL","東華三院群芳幼稚園"
"TWGHS LIONS CLUB OF METROPOLITAN HONG KONG KINDERGARTEN","東華三院香港華都獅子會幼稚園"
"TWGHS LIONS CLUB OF SOUTH KOWLOON NURSERY SCHOOL","東華三院南九龍獅子會幼稚園"
"TWGHS LIONS CLUB OF THE PEAK HONG KONG NURSERY SCHOOL","東華三院香港鑪峯獅子會幼稚園"
"TWGHS LO WONG PIK SHAN NURSERY SCHOOL","東華三院羅黃碧珊幼稚園"
"TWGHS LUCINA LAAM HO KINDERGARTEN","東華三院何藍瓊纓幼稚園"
"TWGHS MR. & MRS. TAM KAM KAU KINDERGARTEN","東華三院譚錦球伉儷幼稚園"
"TWGHS SHIU WONG LEE MOON FOOK NURSERY SCHOOL","東華三院蕭旺李滿福幼稚園"
"TWGHS TIN KA PING NURSERY SCHOOL","東華三院田家炳幼稚園"
"TWGHS TIN WAN (1996 - 1997 DIRECTORS) KINDERGARTEN","東華三院田灣(一九九六至一九九七總理)幼稚園"
"TWGHS TSENG HIN PEI PRIMARY SCHOOL","東華三院曾憲備小學"
"TWGHS TSOI WING SING PRIMARY SCHOOL","東華三院蔡榮星小學"
"TWGHS WAI CHEUNG CHI MEMORIAL KINDERGARTEN","東華三院韋祥智紀念幼稚園"
"TWGHS ZONTA CLUB OF KOWLOON NURSERY SCHOOL","東華三院九龍崇德社幼稚園"
"UNITED CHRISTIAN COLLEGE","滙基書院"
"UNITED CHRISTIAN COLLEGE (KOWLOON EAST)","滙基書院(東九龍)"
"UNITED CHRISTIAN MEDICAL SERVICE NURSERY SCHOOL","基督教聯合醫務協會幼兒學校"
"VALTORTA COLLEGE","恩主教書院"
"VICTORIA (BELCHER) KINDERGARTEN","維多利亞(寶翠園)幼稚園"
"VICTORIA (HARBOUR GREEN) KINDERGARTEN","維多利亞（君匯港）幼稚園"
"VICTORIA (HOMANTIN) INTERNATIONAL KINDERGARTEN","維多利亞(何文田)國際幼稚園"
"VICTORIA (HOMANTIN) INTERNATIONAL NURSERY","維多利亞（何文田）國際幼稚園"
"VICTORIA (OCEAN PRIDE) INTERNATIONAL KINDERGARTEN","維多利亞(海之戀)國際幼稚園"
"VICTORIA (SOUTH HORIZONS) INTERNATIONAL KINDERGARTEN","維多利亞（海怡）國際幼稚園"
"VICTORIA KINDERGARTEN","維多利亞幼稚園"
"VICTORIA NURSERY (HARBOUR HEIGHTS)","維多利亞(海峰園)幼稚園"
"VICTORIA SHANGHAI ACADEMY","滬江維多利亞學校"
"VNSAA ST. HILARY'S SCHOOL","漢師德萃學校"
"W F JOSEPH LEE PRIMARY SCHOOL","和富慈善基金李宗德小學"
"W.F.B. AVALOKITESVARA NURSERY SCHOOL","世佛會觀自在幼兒學校"
"W.F.B. MANJUSRI NURSERY SCHOOL","世佛會文殊幼兒學校"
"W.F.B. MANTRA INSTITUTE NURSERY SCHOOL","世佛會真言宗幼兒學校"
"WA YING COLLEGE","華英中學"
"WAH YAN COLLEGE, HONG KONG","香港華仁書院"
"WAH YAN COLLEGE, KOWLOON","華仁書院(九龍)"
"WAHHAR COLLEGE HONG KONG","華夏書院"
"WAI CHOW PUBLIC SCHOOL (SHEUNG SHUI)","上水惠州公立學校"
"WAI KIU COLLEGE","惠僑英文中學"
"WAI PENG KINDERGARTEN SCHOOL","惠平幼稚園"
"WAYFOONG NURSERY SCHOOL","滙豐幼兒學校"
"WELLCOME INTERNATIONAL KINDERGARTEN","宏廣國際幼稚園"
"WELLINGTON EDUCATION ORGANIZATION CHANG PUI CHUNG MEMORIAL SCHOOL","威靈頓教育機構張沛松紀念中學"
"WEST ISLAND SCHOOL","西島學校"
"WESTERN PACIFIC KINDERGARTEN","西太平洋幼稚園"
"WILDERNESS INTERNATIONAL KINDERGARTEN","原野國際幼稚園"
"WILLIAM (SMART) KINDERGARTEN (WHAMPOA)","威廉（睿智）幼稚園（黃埔）"
"WISELY KINDERGARTEN","偉思幼稚園"
"WISELY NURSERY","偉思幼稚園"
"WITTY KINDERGARTEN","盈思幼稚園"
"WOMEN'S WELFARE CLUB (EASTERN DISTRICT) HONG KONG LAI KWAI TIM DAY NURSERY","香港東區婦女福利會黎桂添幼稚園"
"WOMEN'S WELFARE CLUB WESTERN DISTRICT HONG KONG AP LEI CHAU KINDERGARTEN","香港西區婦女福利會鴨脷洲邨幼稚園"
"WOMEN'S WELFARE CLUB WESTERN DISTRICT HONG KONG DAVID WOO MEMORIAL ANGLO-CHINESE KINDERGARTEN","香港西區婦女福利會何瑞棠紀念中英文幼稚園"
"WOMEN'S WELFARE CLUB WESTERN DISTRICT HONG KONG KINDERGARTEN","香港西區婦女福利會幼稚園"
"WONG SHIU CHI SECONDARY SCHOOL","王肇枝中學"
"WONG TAI SIN CATHOLIC PRIMARY SCHOOL","黃大仙天主教小學"
"WONG TAI SIN GOVERNMENT PRIMARY SCH","黃大仙官立小學"
"WYCOMBE ABBEY SCHOOL HONG KONG","香港威雅學校"
"WYCOMBE ABBEY SCHOOL HONG KONG (KOWLOON)","香港威雅學校(九龍)"
"XIANGGANG PUTONGHUA YANXISHE PRIMARY SCHOOL OF SCIENCE AND CREATIVITY","香港普通話研習社科技創意小學"
"YAN CHAI HOSPITAL CHAN IU SENG PRIMARY SCHOOL","仁濟醫院陳耀星小學"
"YAN CHAI HOSPITAL CHIU TSANG HOK WAN PRIMARY SCHOOL","仁濟醫院趙曾學韞小學"
"YAN CHAI HOSPITAL CHOI HIN TO PRIMARY SCHOOL","仁濟醫院蔡衍濤小學"
"YAN CHAI HOSPITAL CHOI PAT TAI KINDERGARTEN","仁濟醫院蔡百泰幼稚園"
"YAN CHAI HOSPITAL FONG KONG FAI KINDERGARTEN","仁濟醫院方江輝幼稚園"
"YAN CHAI HOSPITAL HO SIK NAM PRIMARY SCHOOL","仁濟醫院何式南小學"
"YAN CHAI HOSPITAL JU CHING CHU KINDERGARTEN","仁濟醫院裘錦秋幼稚園"
"YAN CHAI HOSPITAL KWOK CHI LEUNG KINDERGARTEN","仁濟醫院郭子樑幼稚園"
"YAN CHAI HOSPITAL LAN CHI PAT MEMORIAL SECONDARY SCHOOL","仁濟醫院靚次伯紀念中學"
"YAN CHAI HOSPITAL LAW CHAN CHOR SI COLLEGE","仁濟醫院羅陳楚思中學"
"YAN CHAI HOSPITAL LAW CHAN CHOR SI PRIMARY SCHOOL","仁濟醫院羅陳楚思小學"
"YAN CHAI HOSPITAL LIM POR YEN SECONDARY SCHOOL","仁濟醫院林百欣中學"
"YAN CHAI HOSPITAL MING TAK KINDERGARTEN","仁濟醫院明德幼稚園"
"YAN CHAI HOSPITAL NINA LAM KINDERGARTEN","仁濟醫院林李婉冰幼稚園"
"YAN CHAI HOSPITAL NO. 2 SECONDARY SCHOOL","仁濟醫院第二中學"
"YAN CHAI HOSPITAL SHAN KING KINDERGARTEN","仁濟醫院山景幼稚園"
"YAN CHAI HOSPITAL TUNG CHI YING MEMORIAL SECONDARY SCHOOL","仁濟醫院董之英紀念中學"
"YAN CHAI HOSPITAL TUNG PAK YING KINDERGARTEN","仁濟醫院董伯英幼稚園"
"YAN CHAI HOSPITAL WING LUNG KINDERGARTEN","仁濟醫院永隆幼稚園"
"YAN CHAI HOSPITAL WONG WHA SAN SECONDARY SCHOOL","仁濟醫院王華湘中學"
"YAN CHAI HOSPITAL YAU OI (YIP WONG ESTATE) KINDERGARTEN","仁濟醫院友愛(業旺邨)幼稚園"
"YAN CHAI HOSPITAL YIM TSUI YUK SHAN KINDERGARTEN","仁濟醫院嚴徐玉珊幼稚園"
"YAN CHAI HOSPITAL ZONTA CLUB OF KOWLOON KINDERGARTEN","仁濟醫院九龍崇德社幼稚園"
"YAN OI TONG ALLAN YAP KINDERGARTEN","仁愛堂葉德海幼稚園"
"YAN OI TONG CHAN CHENG YUK YEE KINDERGARTEN","仁愛堂陳鄭玉而幼稚園"
"YAN OI TONG CHAN WONG SUK FONG MEMORIAL SECONDARY SCHOOL","仁愛堂陳黃淑芳紀念中學"
"YAN OI TONG DAN YANG WING MAN KINDERGARTEN","仁愛堂鄧楊詠曼幼稚園"
"YAN OI TONG LAU WONG FAT KINDERGARTEN","仁愛堂劉皇發幼稚園"
"YAN OI TONG MADAM LAU WONG FAT PRIMARY SCHOOL","仁愛堂劉皇發夫人小學"
"YAN OI TONG MRS AUGUSTA CHEUNG KINDERGARTEN","仁愛堂張慕良夫人幼稚園"
"YAN OI TONG MRS CHENG TING KONG KINDERGARTEN","仁愛堂鄭丁港夫人幼稚園"
"YAN OI TONG NG WONG FUNG YING KINDERGARTEN","仁愛堂吳黃鳳英幼稚園"
"YAN OI TONG NGAN PO LING KINDERGARTEN","仁愛堂顏寶鈴幼稚園"
"YAN OI TONG PANG HUNG CHEUNG KINDERGARTEN","仁愛堂彭鴻樟幼稚園"
"YAN OI TONG PONG LO SHUK YIN KINDERGARTEN","仁愛堂龐盧淑燕幼稚園"
"YAN OI TONG TIN KA PING KINDERGARTEN","仁愛堂田家炳幼稚園"
"YAN OI TONG TIN KA PING PRIMARY SCHOOL","仁愛堂田家炳小學"
"YAN OI TONG TIN KA PING SECONDARY SCHOOL","仁愛堂田家炳中學"
"YAN PING INDUSTRIAL & COMMERCIAL ASSOCIATION LEE LIM MING COLLEGE","恩平工商會李琳明中學"
"YAN TAK CATHOLIC PRIMARY SCHOOL","仁德天主教小學"
"YAU YAT CHUEN SCHOOL","又一村學校"
